"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1568","1096",0.254,0.256,-0.0020000000000000018,0.421,0.447,-0.026000000000000023,0.336,0.345,-0.008999999999999952
"Astros","HOU","2026","1549","973",0.264,0.243,0.02100000000000002,0.442,0.399,0.04299999999999998,0.364,0.339,0.024999999999999967
"Reds","CIN","2026","1548","1046",0.256,0.264,-0.008000000000000007,0.422,0.447,-0.025000000000000022,0.347,0.357,-0.010000000000000009
"Phillies","PHI","2026","1540","1027",0.274,0.241,0.03300000000000003,0.417,0.379,0.03799999999999998,0.336,0.305,0.031000000000000028
"Orioles","BAL","2026","1525","1044",0.268,0.255,0.013000000000000012,0.443,0.415,0.028000000000000025,0.346,0.329,0.01699999999999996
"Angels","LAA","2026","1514","967",0.238,0.235,0.0030000000000000027,0.373,0.381,-0.008000000000000007,0.321,0.319,0.0020000000000000018
"Rockies","COL","2026","1511","1060",0.266,0.264,0.0020000000000000018,0.447,0.449,-0.0020000000000000018,0.344,0.341,0.002999999999999947
"Athletics","ATH","2026","1491","1009",0.252,0.24,0.01200000000000001,0.418,0.398,0.019999999999999962,0.338,0.326,0.01200000000000001
"Pirates","PIT","2026","1488","970",0.222,0.236,-0.013999999999999985,0.348,0.368,-0.020000000000000018,0.296,0.306,-0.010000000000000009
"Guardians","CLE","2026","1487","978",0.239,0.239,0,0.402,0.411,-0.008999999999999952,0.319,0.319,0
"Twins","MIN","2026","1486","1027",0.255,0.25,0.0050000000000000044,0.416,0.408,0.008000000000000007,0.335,0.329,0.006000000000000005
"Cardinals","STL","2026","1476","1044",0.256,0.269,-0.013000000000000012,0.392,0.44,-0.04799999999999999,0.328,0.347,-0.01899999999999996
"Royals","KC","2026","1470","965",0.238,0.249,-0.01100000000000001,0.406,0.429,-0.022999999999999965,0.329,0.337,-0.008000000000000007
"Marlins","MIA","2026","1466","976",0.223,0.236,-0.012999999999999984,0.353,0.387,-0.03400000000000003,0.3,0.314,-0.014000000000000012
"Red Sox","BOS","2026","1461","1001",0.244,0.258,-0.014000000000000012,0.397,0.442,-0.044999999999999984,0.32,0.34,-0.020000000000000018
"White Sox","CWS","2026","1460","979",0.244,0.253,-0.009000000000000008,0.408,0.412,-0.0040000000000000036,0.331,0.335,-0.0040000000000000036
"Tigers","DET","2026","1450","969",0.241,0.24,0.0010000000000000009,0.377,0.375,0.0020000000000000018,0.314,0.311,0.0030000000000000027
"Mets","NYM","2026","1450","943",0.233,0.239,-0.005999999999999978,0.364,0.363,0.0010000000000000009,0.303,0.304,-0.0010000000000000009
"Cubs","CHC","2026","1449","992",0.225,0.243,-0.017999999999999988,0.374,0.413,-0.03899999999999998,0.3,0.32,-0.020000000000000018
"Mariners","SEA","2026","1448","1004",0.255,0.254,0.0010000000000000009,0.4,0.42,-0.019999999999999962,0.317,0.321,-0.0040000000000000036
"Braves","ATL","2026","1429","940",0.214,0.227,-0.013000000000000012,0.352,0.373,-0.02100000000000002,0.293,0.303,-0.010000000000000009
"Yankees","NYY","2026","1427","955",0.222,0.234,-0.01200000000000001,0.338,0.364,-0.025999999999999968,0.287,0.299,-0.01200000000000001
"Padres","SD","2026","1423","946",0.239,0.227,0.011999999999999983,0.378,0.366,0.01200000000000001,0.312,0.3,0.01200000000000001
"Rays","TB","2026","1422","999",0.219,0.251,-0.032,0.363,0.424,-0.061,0.288,0.322,-0.03400000000000003
"Blue Jays","TOR","2026","1420","945",0.247,0.243,0.0040000000000000036,0.379,0.384,-0.0050000000000000044,0.31,0.307,0.0030000000000000027
"Giants","SF","2026","1415","959",0.235,0.244,-0.009000000000000008,0.384,0.391,-0.007000000000000006,0.314,0.317,-0.0030000000000000027
"D-backs","AZ","2026","1409","995",0.249,0.259,-0.010000000000000009,0.425,0.458,-0.03300000000000003,0.33,0.343,-0.013000000000000012
"Rangers","TEX","2026","1402","942",0.235,0.247,-0.01200000000000001,0.383,0.418,-0.034999999999999976,0.309,0.323,-0.014000000000000012
"Dodgers","LAD","2026","1356","894",0.212,0.235,-0.022999999999999993,0.346,0.385,-0.039000000000000035,0.283,0.304,-0.02100000000000002
"Brewers","MIL","2026","1330","849",0.228,0.233,-0.0050000000000000044,0.351,0.359,-0.008000000000000007,0.298,0.3,-0.0020000000000000018
