"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Angels","LAA","2026","1247","773",0.236,0.229,0.0069999999999999785,0.398,0.398,0,0.328,0.323,0.0050000000000000044
"Cubs","CHC","2026","1240","825",0.261,0.247,0.014000000000000012,0.427,0.408,0.019000000000000017,0.348,0.332,0.01599999999999996
"Nationals","WSH","2026","1225","820",0.244,0.251,-0.007000000000000006,0.395,0.414,-0.01899999999999996,0.322,0.328,-0.006000000000000005
"Pirates","PIT","2026","1219","789",0.245,0.245,0,0.377,0.394,-0.017000000000000015,0.316,0.319,-0.0030000000000000027
"Mariners","SEA","2026","1215","782",0.234,0.246,-0.011999999999999983,0.381,0.423,-0.04199999999999998,0.318,0.336,-0.018000000000000016
"Twins","MIN","2026","1197","774",0.233,0.233,0,0.379,0.382,-0.0030000000000000027,0.32,0.319,0.0010000000000000009
"Dodgers","LAD","2026","1196","815",0.273,0.273,0,0.452,0.471,-0.01899999999999996,0.354,0.359,-0.0050000000000000044
"Braves","ATL","2026","1189","847",0.273,0.265,0.008000000000000007,0.455,0.462,-0.007000000000000006,0.35,0.347,0.0030000000000000027
"White Sox","CWS","2026","1188","751",0.225,0.234,-0.009000000000000008,0.38,0.395,-0.015000000000000013,0.314,0.32,-0.006000000000000005
"Guardians","CLE","2026","1182","803",0.228,0.244,-0.015999999999999986,0.371,0.387,-0.016000000000000014,0.309,0.317,-0.008000000000000007
"Rockies","COL","2026","1171","768",0.254,0.244,0.010000000000000009,0.403,0.394,0.009000000000000008,0.325,0.313,0.01200000000000001
"Yankees","NYY","2026","1170","743",0.229,0.246,-0.016999999999999987,0.424,0.454,-0.030000000000000027,0.332,0.348,-0.01599999999999996
"Marlins","MIA","2026","1169","789",0.25,0.241,0.009000000000000008,0.381,0.364,0.017000000000000015,0.32,0.308,0.01200000000000001
"Tigers","DET","2026","1169","786",0.248,0.263,-0.015000000000000013,0.41,0.463,-0.05300000000000005,0.331,0.352,-0.020999999999999963
"Astros","HOU","2026","1168","798",0.26,0.258,0.0020000000000000018,0.44,0.432,0.008000000000000007,0.346,0.339,0.006999999999999951
"Cardinals","STL","2026","1164","771",0.235,0.235,0,0.397,0.412,-0.014999999999999958,0.322,0.325,-0.0030000000000000027
"Red Sox","BOS","2026","1163","785",0.231,0.239,-0.00799999999999998,0.351,0.373,-0.02200000000000002,0.3,0.309,-0.009000000000000008
"Rangers","TEX","2026","1162","756",0.236,0.236,0,0.376,0.379,-0.0030000000000000027,0.31,0.309,0.0010000000000000009
"Rays","TB","2026","1159","818",0.25,0.245,0.0050000000000000044,0.379,0.365,0.014000000000000012,0.318,0.307,0.01100000000000001
"Athletics","ATH","2026","1154","766",0.242,0.255,-0.013000000000000012,0.391,0.415,-0.023999999999999966,0.317,0.328,-0.01100000000000001
"Reds","CIN","2026","1135","724",0.22,0.239,-0.01899999999999999,0.384,0.424,-0.03999999999999998,0.312,0.332,-0.020000000000000018
"Royals","KC","2026","1128","752",0.239,0.238,0.0010000000000000009,0.385,0.381,0.0040000000000000036,0.316,0.314,0.0020000000000000018
"Brewers","MIL","2026","1123","740",0.236,0.232,0.003999999999999976,0.354,0.373,-0.019000000000000017,0.312,0.314,-0.0020000000000000018
"Padres","SD","2026","1123","763",0.235,0.248,-0.013000000000000012,0.384,0.409,-0.024999999999999967,0.31,0.324,-0.014000000000000012
"Blue Jays","TOR","2026","1116","814",0.25,0.251,-0.0010000000000000009,0.379,0.377,0.0020000000000000018,0.308,0.305,0.0030000000000000027
"Mets","NYM","2026","1110","777",0.227,0.245,-0.017999999999999988,0.34,0.394,-0.05399999999999999,0.284,0.309,-0.025000000000000022
"Phillies","PHI","2026","1099","753",0.223,0.239,-0.015999999999999986,0.364,0.384,-0.020000000000000018,0.299,0.311,-0.01200000000000001
"Orioles","BAL","2026","1097","712",0.24,0.247,-0.007000000000000006,0.401,0.413,-0.011999999999999955,0.324,0.328,-0.0040000000000000036
"D-backs","AZ","2026","1067","755",0.252,0.251,0.0010000000000000009,0.425,0.396,0.02899999999999997,0.325,0.312,0.013000000000000012
"Giants","SF","2026","1044","755",0.245,0.249,-0.0040000000000000036,0.365,0.379,-0.014000000000000012,0.291,0.297,-0.006000000000000005
